SKU,ISBN,Format,Author,Publisher,PublicationDate,Title,Pages,Edition,DimsHeight,DimsWidth,DimsLength,DimsWeight,Language,ItemDescription,Binding,Condition,Price,Quantity,ImageUrl,category,subcategory
642656,9781853261862,Paperback,"Rex Collings","Wordsworth Editions Ltd",3/4/1996 12:00:00 AM,"Classic Victorian and Edwardian Ghost Stories (642656)",304,,12,124,195,204,,"A selection of ghost stories.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_449603_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Horror & Ghost Stories"
818778,9781856262972,Paperback,"Rosamond Richardson-Gerson","Octopus Publishing Group",9/10/1998 12:00:00 AM,"Country Wisdom (818778)",192,,14,220,252,745,,"More than 100 ""recipes"" for the garden kitchen and general home management demonstrate the joys and benefits of traditional country knowledge. Reflecting mostly a female culture the book represents a heritage based on an understanding of nature treasured by country people all over the world.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_453988_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Family & Health"
818799,9780749910976,Hardcover,"Yuan Gao","Little Brown Book Group",9/26/1991 12:00:00 AM,"Lure the Tiger Out of the Mountains (818799)",208,,26,140,216,415,,"Interprets and applies ancient Chinese wisdom to the problems of modern life. Whether you are interested in understanding the dynamics of history politics business or human relationships or in furthering your career these 36 stratagems could be of relevant and practical use in your life today.",Hardcover,Used; Good,17.03,1,,"Non-fiction","Health Family & Lifestyle:Mind Body Spirit"
818855,9780744547061,Paperback,"Burston Patrick","Walker Books Ltd",5/6/1996 12:00:00 AM,"Pirates Of Doom (818855)",47,,6,210,254,259,,,Paperback,Used; Good,121.18,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_318951_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
820620,9780385336178,Paperback,"Sophie Kinsella","Bantam Doubleday Dell Publishing Group Inc",3/4/2003 12:00:00 AM,"Shopaholic Ties the Knot (820620)",336,,21,132,206,281,,,Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_275254_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Romance"
820687,9780340911396,Hardcover,"Mick Inkpen","Hachette Children's Group",9/21/2006 12:00:00 AM,"Kipper: One Year With Kipper (820687)",32,,14,248,270,480,,"Kipper makes a new year's resolution not to throw snowballs at Tiger. This is OK in January because it doesn't snow until February! Join Kipper as he takes photos and records all the fun that he and Tiger have thoughout the year!",Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_283067_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
820713,9780316909785,Hardcover,"Max Hardcastle","Little Brown & Company",8/1/1995 12:00:00 AM,"This Country Business (820713)",288,,30,142,214,390,,"The third part of a fictionalized memoir following ""The Luck of a Countryman"". It is an interweaving of family and village life in the Yorkshire Dales with interruptions from visitors to the pub the occasional antique dealer in search of a bargain blossoming romance and an amorous billy goat.",Hardcover,Used; Good,8.69,1,,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
820798,9780140185829,Mass Market Paperback,"Patrick White","Penguin Books Ltd",2/25/1993 12:00:00 AM,"The Cockatoos (820798)",288,,20,127,195,207,,"These six novels and stories probe beneath the confused surface to expose the true nature of things. This book includes ""A Woman's Hand"" ""The Full Belly"" ""The Night the Prowler"" ""Five-Twenty"" ""Sicilian Vespers"" and ""The Cockatoos"".",Mass Market Paperback,Used; Good,10.34,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_554317_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
821006,9781904435303,Hardcover,"Bruce Fogle","Little Books Ltd",9/24/2004 12:00:00 AM,"Dialogues with dogs (821006)",224,,30,114,150,259,,,Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_14945_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Natural History"
821040,9781843481881,Paperback,"Great Britain","HarperCollins Publishers",5/10/2004 12:00:00 AM,"Newcastle Upon Tyne Street Atlas (821040)",272,,12,128,186,422,,,Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_410980_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
821156,9780316284950,Paperback,"Janet Fitch","Little Brown & Company",5/1/2000 12:00:00 AM,"White Oleander (821156)",464,,35,144,208,408,,,Paperback,Used; Good,5.41,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_859263_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
821157,9780192800602,Paperback,"W.R.F. Browning","Oxford University Press",10/9/1997 12:00:00 AM,"A Dictionary of the Bible (821157)",428,,25,129,195,300,,"This is a dictionary of the Bible with over 2000 entries. Clear explanations of technical terms methods of interpretation and critical analysis as well as notes on leading biblical scholars and their contributions. Broad coverage includes the books of the Bible people and places customs religions and worship history and theology.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_5596_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Humanities:Religion & Beliefs"
821192,9780747211037,Hardcover,"Kate Sedley","Headline Publishing Group",11/3/1994 12:00:00 AM,"Holy Innocents (821192)",288,,32,144,222,445,,,Hardcover,Used; Good,10.68,1,,"Non-fiction","Foreign Language Study & Reference:Language: Reference & General"
821211,9780684803746,Hardcover,"Chantal Coady","Simon & Schuster",10/23/1995 12:00:00 AM,"The Chocolate Companion (821211)",192,,20,147,198,499,,,Hardcover,Used; Good,3.49,1,,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
821212,9780948853302,Paperback,"Renos Lavithis","Interworld Publications",7/1/2008 12:00:00 AM,"Paphos -- Land of Aphrodite (821212)",224,,18,150,206,334,,,Paperback,Used; Good,5.98,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_7990_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
821226,9780953698318,Paperback,"Trevor Hulme","Herefordshire Council",,"The Mortimer Trail (821226)",,,8,120,196,140,,,Paperback,Used; Good,4.24,1,,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
821343,9780300084634,Paperback,"Harry Kelsey","Yale University Press",8/11/2000 12:00:00 AM,"Sir Francis Drake (821343)",590,,37,153,227,567,,"Harry Kelsey paints the picture of Drake as an amoral privateer at least as interested in lining his own pockets with Spanish booty as in forwarding the political goals of his country a man who became a captain general of the English navy but never waged traditional warfare with any success.",Paperback,Used; Good,3.71,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_1259020_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
823023,9780586089040,Paperback,"Margaret Forster","HarperCollins Publishers",7/26/1993 12:00:00 AM,"Elizabeth Barrett Browning (823023)",416,,32,126,196,384,,"A biography of Elizabeth Barrett Browning which draws a portrait of Victorian family life and gives an alternative view of the poet suggesting a woman of strong and determined character.",Paperback,Used; Good,3.49,1,,"Non-fiction","Biography:Biography: General"
823054,9780905138909,Paperback,"Murray Walker","Hazleton Publishing",12/1/1991 12:00:00 AM,"Murray Walker's Grand Prix Year 1991 (823054)",160,,12,150,206,359,,,Paperback,Used; Good,3.49,1,,"Non-fiction","Sports Hobbies & Games:Sports & Outdoor Recreation"
823259,9781844167180,Paperback,"Nick Kyme","Black Library",1/1/2009 12:00:00 AM,"Assault on Black Reach The Novel (823259)",,,7,104,170,100,,,Paperback,Used; Good,3.84,1,,"General",""
823535,9780855030926,Paperback,"Molly Brett","Medici Society",7/1/1987 12:00:00 AM,"Plush and Tatty on the Beach (823535)",24,,5,180,203,91,,,Paperback,Used; Good,3.49,1,,"General",""
823538,9781847442116,Hardcover,"Sophie Michell","Little Brown Book Group",6/5/2008 12:00:00 AM,"Fabulous Food (823538)",224,,24,188,224,832,,"From the star of a new generation of television chefs comes a gorgeous collection of recipes that are deliciously indulgent yet healthy.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_85142_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
823630,9781842230756,Paperback,"Patricia Scanlan","Poolbeg Press Ltd",4/22/2002 12:00:00 AM,"Francesca's Party (823630)",384,,40,112,174,322,,,Paperback,Used; Good,3.49,1,,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
823707,9780330419727,Paperback,"Robert Guest","Pan Macmillan",7/1/2005 12:00:00 AM,"The Shackled Continent (823707)",288,,25,129,195,210,,"'An excellent book. Timely provocative and written throughout with a passion for Africa and Africans' Bob Geldof",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_135405_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Business Finance & Law:Economics"
823756,9781846702129,Paperback,"Time Out Guides","Crimson Publishing",3/3/2011 12:00:00 AM,"Time Out Mumbai & Goa 3rd edition (823756)",256,,12,128,198,290,,"Helps you get the best out of India's commercial and glamour capital giving you the inside track on local culture and hundreds of independent venue reviews. As well as covering visitor essentials this book has every address you need from Bollywood hangouts to the finest street eats and an in-depth guide to the laid-back party paradise of Goa.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_148203_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
823789,9781844513352,Hardcover,"Gina Steer","Flame Tree Publishing",1/10/2006 12:00:00 AM,"Simple Suppers (823789)",352,,30,165,172,658,,"A comprehensive guide to cooking straightforward no-fuss food. It provides several recipes suitable for any occasion whether it's a simple speedy supper or a delicious meal to entertain friends. Using basic easy to find ingredients this book helps you to limit your cooking time without compromising on quality.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_421115_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Cookery / Food & Drink etc"
823868,9780753411490,Hardcover,"Terry Deary","Pan Macmillan",9/18/2006 12:00:00 AM,"Flight of the Fire Thief (823868)",240,,26,130,180,340,,"To escape the gods' revenge Prometheus travels through time to a murky metropolis called Eden City. There he befriends a motley assortment of comic characters and learns what humans have done with his gift of fire. The narrator 12 year old Nell and her crafty Pa travel the city with their stage show.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_357768_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
823902,9780099266266,Paperback,"Babette Cole","Penguin Random House Children's UK",10/4/2001 12:00:00 AM,"Hair In Funny Places (823902)",32,,7,244,249,195,,"Girls and boys are always curious and sometimes even alarmed by the behaviour of their bodies as they grow up. This book is bound to be controversial but Babette has never taken the conventional path and her readers love her for her outrageous approach to little mentioned topics.",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_217048_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Personal & Social Issues (Children's / Teenage)"
823904,9780413771407,Paperback,"Anton Chekhov","Bloomsbury Publishing PLC",3/6/2003 12:00:00 AM,"""The Three Sisters"" (823904)",208,,14,127,201,176,,"The play tells the story of three sisters and their brother who live in a provincial Russian town. Michael Frayn has successfully recreated the naturalness of the original text in this translation and included are notes commentary and questions for students.",Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_32186_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Literature & Literary Studies:Plays Playscripts"
824035,9780141038230,Paperback,"India Knight","Penguin Books Ltd",7/2/2009 12:00:00 AM,"The Thrift Book (824035)",272,,32,129,196,192,,"Feeling poor because of the credit crunch? Feeling guilty because of global warming? Feeling like you'd like to tighten your belt but aren't ready to embrace DIY macrame handbags? This title shows you: how to make wonderful dinners with every little money; how to dress on a budget and still look fabulous; and more.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_862282_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Lifestyle & Personal Style Guides"
824057,9780753817896,Paperback,"Adrian Goldsworthy","Orion Publishing Co",8/19/2004 12:00:00 AM,"In the Name of Rome (824057)",480,,32,128,196,338,,"The complete and definitive history of how Roman generals carved out the greatest and longest-lasting empire the world has ever seen.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_360372_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Humanities:History"
819975,9780174403227,Paperback,"Sylvia Honnor","Oxford University Press",7/20/2001 12:00:00 AM,"Encore Tricolore Nouvelle 2 (819975)",176,,21,275,332,511,,"Encore Tricolore Nouvelle Edition has been written to help your students achieve excellent results at all stages of their French learning.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_134983_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Educational Material"
820013,9780708824504,Paperback,"David T. Plante","Little Brown Book Group",1/1/1984 12:00:00 AM,"Difficult Women (820013)",192,,15,127,195,136,,,Paperback,Used; Good,5.91,1,,"General",""
820041,9780954182304,Paperback,"George Ajuga","GKA Publishing",11/11/2001 12:00:00 AM,"The Student Assignment and Dissertation Survival Guide (820041)",105,,12,144,222,159,,,Paperback,Used; Good,3.97,1,,"Non-fiction","Society & Social Sciences:Education"
820101,9780751347432,Paperback,"R Harding","Dorling Kindersley Ltd",8/29/2002 12:00:00 AM,"Crystal & Gem (820101)",72,,6,212,276,288,,"This Eyewitness guide to crystals and gemstones provides information on all aspects of this topic as well as showing the reader diamonds being used to cut through a brick wall and where crystals grow in your home.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_161021_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage: General Non-Fiction"
820154,9780140081626,Paperback,"John Hale","Penguin Books Ltd",2/26/1987 12:00:00 AM,"The Whistle Blower (820154)",240,,18,104,182,151,,,Paperback,Used; Good,3.49,2,,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
820238,9781852136529,Paperback,"Nigel Gray","Hachette Children's Group",6/16/1994 12:00:00 AM,"A Balloon For Grandad (820238)",32,,4,208,258,160,,"This is the story of a young boy and his Grandad Abdullah who live in different countries with a different lifestyle and culture. Jane Ray's other books include ""The Orchard Book of Magical Tales and the 1992 Smarties Prize winner ""The Story of Creation"". Nigel Gray has also written ""Carrot Top"".",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_148377_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
820308,9780140006988,Paperback,"C. S. Forester","Penguin Books Ltd",6/25/1970 12:00:00 AM,"The Ship (820308)",192,,15,109,175,109,,,Paperback,Used; Good,9.71,1,,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
820406,9780373242023,Paperback,"Nora Roberts","Harlequin (UK)",7/23/1999 12:00:00 AM,"The Winning Hand (820406)",256,,20,104,165,136,,,Paperback,Used; Good,9.22,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_116343_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Romance"
820453,9780340909324,Paperback,"Brother Andrew","Hodder & Stoughton",5/15/2008 12:00:00 AM,"Secret Believers (820453)",288,,21,129,196,206,,"<p>  This astonishing book by 'God's Smuggler' Brother Andrew revealing the spiritual battle faced daily by Christian converts in Muslim countries is now available in B-format paperback.</p>  ",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_121129_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Humanities:Religion & Beliefs"
820468,9780470518069,Paperback,"Colin Barrow","John Wiley and Sons Ltd",12/14/2007 12:00:00 AM,"Starting a Business for Dummies (820468)",410,,24,186,234,750,,"Includes advice on tax employment law and accounts    Be inspired by the UK's best-selling start-up guide    From drafting your business plan to hiring a workforce managing costs and taking your service or product to market this guide gives you everything you need to get your business up and running - and growing.",Paperback,Used; Good,4.24,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_296491_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Business Finance & Law:Business & Management"
